industry,wr1,wr2,wr3,wr4,vol1,vol2,vol3,vol4,pe_ratio,debt_to_equity,quick_ratio,total_shareholder_return,profit_margin,free_cash_margin,volatility,cpi,interest_rate,unemployment_rate,sma,rsi,ema,label
Technology,-0.03689962011841088,0.020485647215824965,0.0160008585108013,0.059123329689910624,1089800,1093300,1145500,1116900,33.52,-7.64,0.65,3.34,10.97,18.36,0.023767907335533304,260.229,0.09,6.7,162.51,49.12389931512939,164.4475,0
Industrials,0.009947002046835568,-0.003412124235558431,0.00457029151734444,-0.0041608492777261185,185000,235300,176300,204300,45.86,-8.26,2.76,3.48,20.13,21.22,0.021209273944440932,307.026,5.33,3.8,895.8266666666668,75.86274381890532,898.4837500000001,0
Health Care,-0.04561286915185795,-0.0023189362868831554,-0.05492409342290797,-0.04249149312996019,6327500,6848800,9169200,7468100,-375.53,1.34,2.09,5.12,-64.92,47.11,0.0313195838831204,259.918,0.09,8.4,67.97000000000001,10.402144772117952,67.32208333333334,1
Technology,0.025621598668457923,-0.005620026374292377,-0.05888580435215598,0.028363945088886875,6467300,4245300,4245300,4703300,8.87,-3.64,0.29,15.1,-0.16,11.91,0.023053243595030054,299.17,4.33,3.4,26.94666666666667,80.60200668896323,27.001666666666665,0
Finance,0.0004708061404082342,-0.013011149643882612,0.03262950591814499,-0.02480122728383342,1765000,2147700,3077200,2912400,-156.59,1.12,,,0.23,37.63,0.010654907686870177,251.233,2.19,3.9,21.526666666666667,0.0,21.475,1
Finance,0.0009302571026732252,0.04318283791504313,0.032823686296818144,-0.06094133577387904,53400,2600,400,900,,,,,,,0.025232877482569784,239.261,0.37,5.1,42.94,51.20879120879119,42.954166666666666,1
Consumer Discretionary,0.02009657626930135,0.017273440484560778,0.004612665438298798,0.0581058562874066,2569800,2984700,2355900,4065300,10.19,0.35,,,14.42,-0.07,0.0300862930631098,267.054,0.07,6.1,93.38333333333333,67.01337295690938,94.15708333333333,1
Technology,0.3257858247793929,0.07169824322289611,-0.0096922220170337,0.10068727956664746,2820700,9120700,4200200,1862900,-52.14,1.5,3.97,-3.65,-14.73,14.42,0.04268714398008577,305.109,5.08,3.6,384.1633333333334,97.95400703534425,374.6616666666667,0
Finance,-0.05938110892555193,0.03569882329040536,-0.0013979980252609022,0.06781838206676107,869700,1538100,1031600,758400,123.08,0.01,,,20.95,53.64,0.020913979807092534,258.115,1.09,4.4,48.40333333333333,37.09746672391584,48.95375,0
Utilities,-0.003534941512125949,-0.002468387699728714,-0.009084443178978907,-0.031144329195239795,3782900,5445600,6228600,4113500,-16.21,0.76,2.38,5.98,13.69,-2.25,0.013946824568857416,276.589,0.08,4.5,28.316666666666663,31.780821917808353,28.280833333333334,1
Industrials,0.004346534303630593,0.0021778514481605557,0.02291530771532749,-0.028748154068774123,4508700,3896100,2593300,4696900,110.57,1.29,1.0,0.23,6.62,-5.05,0.029951260618427056,269.195,0.06,5.8,32.21000000000001,55.35203205495138,32.29333333333334,1
Industrials,0.010424283748623014,-0.022201033476505778,0.0029407989597971347,0.028813965427105275,4563000,2601200,3932000,5615800,36.59,3.04,1.01,-1.9,15.12,14.14,0.018671700561147923,240.628,0.4,4.8,35.37166666666667,67.83479349186472,35.33437500000001,1
Consumer Discretionary,-0.04988901033790471,0.03401831964061663,-0.09484747298439003,0.014131834576959238,3136300,1992300,1505600,3108700,-25.83,5.52,0.83,-13.55,12.22,-47.27,0.02797098065808611,278.802,0.08,3.9,162.07,22.08728652751421,161.445,0
Industrials,-0.0025758685440349003,0.016456810828794282,0.01686094786945766,0.06637838560864708,844000,708500,1431400,1048500,25.85,0.84,0.9,1.27,6.39,1.13,0.014407280463551147,256.143,2.38,3.6,81.65999999999998,42.19999999999982,81.58708333333333,1
Health Care,0.015371037865257313,0.01907920238797653,0.025213413648233134,0.005780027603801177,3898000,3717700,4119300,5157500,240.57,0.6,1.18,3.68,6.54,15.06,0.016748674517129854,252.006,1.91,3.8,56.24666666666667,74.50248756218905,56.405,1
Technology,-0.023658217489291592,-0.02142364221250333,0.027698819186878887,0.034406823203000564,552400,834500,744300,248900,-25.26,-20.06,0.3,5.64,7.66,22.37,0.024791940182066412,260.474,0.09,6.7,83.18666666666668,1.3303769401324816,83.29166666666666,1
Technology,0.03155786454365323,0.008758681335110046,-0.0013639598003482702,-0.007998673755057627,626000,870600,595900,945500,14.27,1.56,0.45,-0.25,2.34,5.38,0.03675587200822633,273.567,0.06,5.2,62.14000000000001,60.35994462390406,61.85583333333334,0
Technology,-0.04333959936388557,-0.025702628580539618,-0.03949999768455846,0.05142782882649965,211612000,397250400,496554400,279904000,14.39,0.43,0.84,6.1,21.52,26.0,0.02987166391373837,238.316,0.14,5.1,28.837500000000002,18.816432059752973,28.93333333333333,1
Technology,-0.07153232114204963,0.020544060197902652,0.039411400246459005,0.0328468063444126,406500,317800,642600,380300,24.67,0.55,2.17,3.02,24.05,28.77,0.023509507711868275,238.132,0.37,5.0,152.01666666666668,13.599182004090018,150.85458333333332,1
Technology,0.026703019819725927,-0.010959407330647418,-0.007312285529581627,-0.012504387103501245,385100,503300,539600,208400,,,,,,,0.04339442109390851,244.786,1.16,4.3,56.059999999999995,83.6559139784946,56.18333333333334,0
Consumer Discretionary,0.01650358854035634,-0.014253857164542956,0.017525042378791832,-0.04578495682613993,8551400,5828200,7054800,7221400,29.39,-1.79,0.59,12.21,11.9,8.63,0.024117283778634934,257.208,1.55,3.6,83.23,73.53579175704992,83.38333333333333,1
Technology,-0.021028135061149377,0.002100251727879688,0.018539302223468196,-0.01730765596683076,11584000,8363600,9662800,7911200,15.65,1.33,0.28,1.33,39.85,-14.7,0.013109517037218188,244.955,1.06,4.3,35.093333333333334,23.255813953488335,35.14666666666667,0
Finance,0.042493180892338715,0.02233789602210655,0.018280732864116186,0.005189969213768247,940200,1039200,988600,1275900,23.13,0.78,0.96,0.84,7.17,9.18,0.01592354359822183,252.038,2.2,3.8,76.85666666666664,100.0,76.97083333333333,1
Health Care,-0.005637526689965355,-0.0434439922943755,-0.05394101537090375,0.0025286267326613265,1529500,1839400,2149000,1918800,38.71,1.47,1.29,1.85,25.78,9.26,0.01576527497924119,296.808,2.33,3.5,157.64,36.61792752701834,157.6325,0
Consumer Staples,-0.003293724346453759,-0.014285495676910225,0.013380101642617668,1.020221400286519e-07,7762200,8024000,8807100,7534400,46.19,2.26,1.08,4.34,14.13,22.8,0.015087280831879612,245.519,1.16,4.4,45.419999999999995,33.064516129032505,45.42333333333333,1
Energy,-0.1860235414376314,-0.053710051018600755,0.018659006417151437,0.04081654976097206,2239500,2156100,2416800,1767400,-4.04,1.61,0.4,0.7,-12.12,21.69,0.03186528040567662,273.003,0.1,5.4,26.200000000000003,0.0,26.100833333333334,1
Industrials,0.044688353652970095,0.012525427768884266,0.013809534532349208,0.0047845701767885605,3102600,4795600,3013900,3219800,11.86,0.46,1.5,2.97,10.57,8.74,0.02240957804572277,252.006,1.91,3.8,67.78666666666668,78.20069204152246,67.4875,1
Utilities,-0.01812826683074977,-0.006759180605530744,0.023167440746320878,-0.011619742655832845,9832800,3920200,2860000,3046400,23.85,1.05,0.54,0.78,9.94,1.49,0.017505684150155916,240.628,0.4,4.8,28.669999999999998,8.595041322314012,28.652083333333334,1
Utilities,-0.001632050925190622,0.033087422865475176,0.02973089430100387,-0.0030287046970833872,2416300,3620400,2683500,5255800,45.0,0.97,0.39,3.9,17.52,-3.86,0.013914093346335959,246.663,1.16,4.2,48.73333333333332,63.157894736841854,48.80416666666666,1
Energy,-0.041428529385132556,0.01725701116805341,-0.04774265586359566,0.003994312036411751,1867300,1844700,1637800,1751500,21.59,1.63,0.4,1.96,10.23,5.31,0.014756398122328488,292.296,0.83,3.6,53.633333333333326,20.369149637442355,53.8825,1
Industrials,0.0024445227079289184,0.049950620790794,-0.03505432353556375,-0.047886696359159854,2307000,2853500,2046800,4026600,13.68,0.48,0.69,6.94,11.06,12.75,0.01965135857890917,298.012,3.08,3.7,52.23,69.00304745319985,52.57791666666667,0
