industry,wr1,wr2,wr3,wr4,vol1,vol2,vol3,vol4,pe_ratio,debt_to_equity,quick_ratio,total_shareholder_return,profit_margin,free_cash_margin,volatility,cpi,interest_rate,unemployment_rate,sma,rsi,ema,label
Technology,0.003994585558478346,0.05218915594920903,-0.04483121388132486,0.01425169875957611,6108400,5857700,3428000,4387400,16.43,0.15,2.53,3.0,37.16,14.65,0.029784176879874526,241.432,0.66,4.7,30.13,55.52968568102445,30.095,0
Industrials,0.009884032744854557,0.001732494759558907,0.002730354235910212,0.016141431033384786,704900,644100,644100,553800,60.08,1.1,0.95,-8.35,3.35,3.01,0.027942162220680557,271.696,0.06,5.9,40.93333333333334,59.23076923076921,40.89916666666666,0
Health Care,-0.033030496779370117,0.05995617534080061,-0.017626823443084177,0.04633383362000423,880500,362900,351200,315600,19.05,0.96,0.8,3.16,1.84,0.05,0.019768894937818308,304.127,5.08,3.7,23.396666666666665,31.764705882353166,23.444166666666668,0
Industrials,0.04306096536742487,0.03922381229746157,0.032732136553587976,0.007264619297255413,392600,312200,475800,438000,-54.23,2.51,1.15,4.0,-22.28,5.99,0.0321366541954359,246.819,1.16,4.3,39.646666666666675,100.0,39.75916666666667,1
Consumer Discretionary,0.010893296365030149,0.027376072825955406,-0.02615674456592718,-0.024214607537281368,745700,630000,531400,421300,47.06,112.75,0.87,1.73,-5.01,15.35,0.013555143197645409,237.838,0.13,5.0,59.83000000000001,71.90476190476174,60.001666666666665,0
Consumer Discretionary,0.017057634735815265,0.05393256141005384,-0.06512607039922141,0.029560246530110586,468900,635900,461500,282200,29.11,0.28,0.92,-0.28,5.59,8.02,0.02688070899346098,244.524,0.91,4.4,72.35000000000001,48.14004376367613,71.88333333333333,0
Industrials,0.08827605772425184,-0.008457968547092822,0.059387460196594216,0.03182111840371301,97200,106700,57700,120000,16.1,0.1,1.26,3.1,8.65,16.27,0.027366107913274002,236.599,0.12,5.4,53.73333333333333,100.0,53.90875,1
Utilities,-0.06885109114653101,0.02121372564776654,-0.00021706515967373748,0.019134857041151077,205400,219100,383700,563500,18.77,0.87,1.4,2.88,18.94,7.3,0.013307987523396906,259.918,0.1,8.4,87.93666666666667,4.777777777777697,87.95791666666666,1
Technology,0.06629834727181959,0.028409063970008027,-0.06878306678072914,-0.08252425330423856,318700,206100,290800,231600,-1.83,1.0,0.68,-5.19,-21.12,3.91,0.05320947976879673,240.849,0.4,4.9,1.8716666666666668,91.7948717948718,1.8845833333333335,1
Health Care,0.0024756635622797,-0.01836118827273677,0.0794227783673098,0.1519221929752999,5087600,8592100,8070800,10419900,25.81,0.94,0.48,-11.87,3.02,11.7,0.029630953288630708,237.805,0.13,5.6,73.27666666666666,46.97802197802204,73.08833333333334,0
Health Care,-0.03114525633640474,-0.148163231051698,0.14219110156537743,0.13073281704544346,3632100,2005600,1762800,1825700,12.69,0.5,1.18,-24.47,-3.14,-13.87,0.03999881842879143,257.797,0.08,11.0,20.61,13.025780189959205,20.49458333333333,1
Technology,-0.055007614922817506,0.20751262952255908,-0.1292381256704631,-0.07695140516677994,958700,1092900,454600,812400,179.95,0.01,6.04,-27.73,26.82,19.35,0.040771022247044986,287.504,0.33,3.6,25.076666666666664,27.85714285714288,25.160833333333336,0
Utilities,-0.004460120911080692,0.00853285019887086,0.014158117822518815,0.007478326021655305,226000,147800,161100,218100,24.06,0.66,0.54,1.88,7.37,11.74,0.012348402615915851,245.519,1.16,4.4,74.05666666666666,32.142857142857075,73.92166666666667,1
Consumer Discretionary,-0.07818210149303335,-0.030226308016445415,-0.04653049730410463,-0.0669970873118411,6388500,4286500,6489000,5587100,30.7,2.17,1.67,6.9,15.96,15.91,0.03981293793961508,256.143,2.38,3.6,54.49333333333333,0.0,54.306666666666665,1
Industrials,-0.01999106361399532,-0.03975362381236164,0.009253074009727151,-0.012633845523684989,159100,169600,145500,264600,26.69,0.85,0.93,1.25,11.63,10.18,0.022801349062093274,274.31,0.08,4.8,132.94333333333336,24.734513274336116,132.71708333333333,1
Consumer Discretionary,-0.01944490910185811,0.0005686817057122863,0.028795507833082247,-0.02710370268827621,6083000,6957700,8685900,5651100,30.57,0.61,0.15,2.61,1.74,2.72,0.019009801712236558,251.588,1.7,3.8,86.65999999999998,24.775013234515537,86.61333333333334,1
Consumer Discretionary,-0.021225008267298087,0.0030413160241063797,-0.13245383260303858,-0.022692039224296336,562000,520300,542100,564100,24.71,0.75,1.4,0.17,2.11,14.98,0.025775746064622195,252.006,1.91,3.8,16.483333333333334,34.024896265560216,16.3625,0
Consumer Discretionary,-0.006362615253076141,0.03067678168274994,-0.005086700504659814,-0.013957241627522802,3457100,3998800,8342900,4627000,28.37,0.23,1.11,3.0,38.54,30.75,0.023828120364359957,237.945,0.14,5.0,92.42000000000002,37.79963122311004,92.30583333333334,0
Health Care,-0.10676549867664746,-0.07538643823132009,0.009420110832374047,0.0117646269109768,850500,1162400,1230400,1322500,43.64,0.28,2.76,0.64,18.41,16.53,0.025332280425810157,307.671,5.33,3.9,59.23,3.6644951140065385,58.74041666666667,0
Consumer Discretionary,-0.011746565428710411,0.014424359622141718,-0.005922853693234631,0.08195605560735583,124200,107500,146900,206800,19.74,1.02,0.82,2.54,8.27,25.9,0.018559559839305743,240.849,0.4,4.9,32.18666666666667,21.013133208255113,32.15291666666667,0
Industrials,-0.09259262266249979,-0.2797256086975178,0.04417035946868836,0.0011951727857628328,87200,62200,124800,99800,-32.47,0.79,0.85,4.0,-15.39,-6.18,0.03739208036560194,304.127,5.08,3.7,17.426666666666666,24.705882352941167,17.488333333333333,1
Consumer Discretionary,-0.03437502817933656,0.020382269156290905,-0.07687781862880057,0.027798753028533872,268000,181600,183600,308200,532.53,-2.61,2.66,5.87,0.56,11.01,0.05014094218847541,301.836,4.57,3.5,61.43,1.7077798861480722,61.46083333333333,1
Utilities,-0.03591017680732623,0.009489304629513681,0.028415140967273256,0.02815891435048953,4460600,1589300,2017100,3201900,24.04,1.13,0.5,-36.21,15.77,17.49,0.011703204030550082,240.229,0.37,4.8,58.30666666666665,16.239316239316192,58.2975,1
Industrials,-0.003516835589895485,-0.006213448157377584,-0.006941894033682395,0.013682459935338311,1317128,2094875,2187977,1799541,18.7,0.91,0.73,2.88,3.75,-11.67,0.014811186699118647,255.548,2.44,3.6,17.534166666666668,36.689396978205394,17.515883333333335,1
Health Care,0.005358580360268749,-0.018012535770024943,0.03195486101013787,0.017857145753384044,801900,303400,427500,526100,19.93,0.66,1.71,0.87,18.75,27.14,0.026520712125220714,296.171,2.33,3.7,49.45333333333334,37.59590792838875,49.21791666666667,0
Health Care,0.055613924606088966,-0.1375566001381749,-0.03409085698894496,-0.12269941611582345,183900,296800,238900,294200,-8.54,0.3,2.32,-836.39,-44.54,-47.11,0.04167615621041356,240.849,0.4,4.9,9.843333333333334,76.64233576642341,9.912083333333335,1
Telecommunications,0.020146562629296233,-0.03873240831848478,0.06088902252124838,0.016324992508913633,2259000,1425000,1663600,1497700,43.04,2.27,0.72,-0.61,6.99,20.75,0.044721636266050954,307.026,5.33,3.8,27.22666666666667,70.31602708803612,27.381666666666668,1
Technology,0.018348606461624742,-0.06135633083347711,0.07647746219633447,-0.014465209801811452,329900,496000,477500,403800,-18.1,1.7,2.89,-1.42,-19.2,-2.42,0.02811531174492646,296.797,4.33,3.5,27.416666666666668,39.04109589041098,27.049583333333334,0
Industrials,0.01243805214464128,-0.02552415498468258,0.053319431216304156,0.02815570365269638,523500,557200,431600,559800,13.32,0.49,1.03,11.04,3.39,12.99,0.026329669039319804,238.132,0.25,5.0,69.72666666666665,57.93103448275853,69.34583333333333,1
Energy,-0.08128455773072195,-0.01570863414345104,-0.026711708155785264,0.06490389513596331,2415900,2018900,1420400,2215400,-112.8,0.59,0.98,4.04,-3.46,13.01,0.021459974077371435,245.519,1.16,4.4,23.76,0.0,23.722083333333334,0
,0.06670226181291726,-0.13640566900753048,-0.0718562603601091,0.06563331601469037,3708800,4785800,3716700,2542600,4.61,0.86,0.41,-4.1,36.1,32.51,0.031621095701526034,296.311,1.58,3.6,18.286666666666665,54.40484196368527,19.125,1
Consumer Discretionary,0.05153062291961547,0.03130761625769651,-0.0067938890284942035,0.004461994500027333,99300,158600,238400,103300,20.66,0.98,2.02,-1.3,7.38,-12.91,0.03403522819445294,251.989,1.9,4.0,40.903333333333336,88.28633405639901,40.86708333333333,1
