industry,wr1,wr2,wr3,wr4,vol1,vol2,vol3,vol4,pe_ratio,debt_to_equity,quick_ratio,total_shareholder_return,profit_margin,free_cash_margin,volatility,cpi,interest_rate,unemployment_rate,sma,rsi,ema,label
Consumer Discretionary,-0.002657616705634092,0.005791077253115328,-0.004964435345679623,-0.021427968305721325,991000,1359800,1327300,1445400,30.28,-1.31,1.23,5.52,19.04,29.05,0.018986631025504484,257.346,1.82,3.6,113.64666666666665,32.41042345276876,113.185,1
Consumer Discretionary,0.024054947224283724,-0.000858831441791528,-0.003705738235694982,-0.018741365527867707,1505400,624100,920200,1055300,20.35,2.9,1.1,1.02,4.7,4.78,0.0172171594026525,244.524,0.91,4.4,35.71333333333334,89.80891719745237,35.64541666666666,1
Technology,-0.0018627671302051264,-0.02079530648149958,0.004029422695091377,-0.014796080867582644,4338800,4406900,5351600,3849200,6.04,0.21,2.67,18.7,3.62,-7.28,0.026813645393353448,244.524,0.91,4.4,26.793333333333333,40.322580645161004,26.792083333333334,1
Technology,-0.02306553433816015,0.054944940251441594,-0.007788195881545975,-0.10647183982242511,215300,287500,164300,169600,232.65,,,,-24.71,7.03,0.030842709515900124,236.599,0.12,5.4,13.22,20.77922077922083,13.192499999999999,1
Industrials,-0.030809929376566406,0.04307183730631781,-0.028123783054566656,0.04808493748510489,4015400,4743700,7337400,12179500,29.99,2.45,1.4,7.98,2.86,-0.81,0.018874248217396975,241.018,0.3,4.9,74.18666666666667,51.48936170212768,74.80375000000001,1
Finance,-0.11434342664120445,-0.021879857080098205,0.010149871141530703,-0.0004742737148485399,541700,484400,433800,236300,13.4,0.25,,,14.09,28.13,0.01935094295500386,271.696,0.1,5.9,97.80666666666666,4.939809049398082,96.50541666666666,1
Technology,0.20613004303597351,0.01587296588835679,0.04999990700511203,-0.04176903106506874,2325800,226100,502000,217300,19.68,,,,4.57,1.85,0.030199924938238046,240.628,0.4,4.8,18.279999999999998,98.97360703812316,18.71,0
Technology,-0.00939194080325332,-0.06420372341476623,-0.02356364684640185,0.02033240285619696,2799636,6409553,7071602,4065655,-21.83,4.32,0.63,-91.69,-6.51,-0.27,0.013736577250383753,244.955,1.16,4.3,17.4832835159969,35.84591779051909,17.481187036422007,1
Utilities,0.06423518044262168,-0.05037263525466046,0.0086305057334781,-0.022794010414481296,1782100,1351000,1248600,3616500,20.51,1.29,0.45,2.52,17.38,-14.95,0.013771014849106896,259.101,0.09,10.2,72.02666666666666,100.0,72.17583333333334,0
Technology,0.01557760954316734,-0.061229900064113926,0.03563975477174032,-0.04726032630315042,180900,180900,341700,435400,29.0,0.87,0.43,3.02,12.34,3.41,0.026115790733115932,296.797,4.33,3.5,248.91,72.01680672268903,249.68,0
Finance,0.04659860302381086,-0.001697923569597775,0.0064935590595777415,0.008965567233659426,43251900,53171900,64030300,31224300,9.95,1.7,,,30.8,-29.13,0.02394525488812756,256.571,2.4,3.7,30.593333333333334,81.88472095150954,30.521250000000002,0
Technology,-0.019110477543235863,0.03151613930728477,0.05833868242471488,0.01649433363395485,1409000,1092700,1091000,644000,-68.91,0.45,3.08,-2.35,-24.53,25.45,0.023730053989786965,238.654,0.14,5.2,82.27333333333334,51.16726174127996,82.65958333333333,1
Health Care,0.007161941006226668,-0.007110914036349478,-0.0009097031466043446,0.022491047643420754,746405,802985,795195,531155,22.6,1.48,0.87,-0.62,12.2,21.29,0.01657973559986082,240.849,0.4,4.9,171.9112,53.09805203057222,171.62075,0
Health Care,0.0035818236470702303,-0.019000535151917353,-0.020089183731279183,0.07035365046432061,9675600,8562100,9285700,6990200,24.78,1.29,1.07,8.05,11.95,16.73,0.016642757950572008,296.276,1.58,3.5,74.73,68.13380281690151,75.05833333333334,0
Finance,0.02717725656505138,-0.023227592868376695,0.009747197732385679,0.0012198066598016256,2874800,3021400,3655600,4692600,16.69,0.36,,,4.65,13.79,0.018513087417319336,240.229,0.37,4.8,33.24666666666667,72.4367509986681,33.20625,0
Technology,-0.012255268042695997,-0.03998336682227389,-0.003364782265510184,0.010884455028047333,15236100,17899300,14512100,19525700,14.21,0.17,2.17,-0.88,32.87,22.59,0.03862308664148901,276.589,0.08,4.5,70.2,31.088082901554692,70.27541666666667,0
Energy,-0.010752651278704537,0.06654609977091491,-0.0984600828324201,0.014583574996320951,3334500,3333500,1790300,2349900,-22.16,0.85,0.71,3.83,1.06,4.89,0.02132019965328742,274.31,0.08,4.8,70.07333333333334,44.83635208134732,70.10125,0
Consumer Discretionary,0.01565296185287578,0.0464898327656139,-0.018677347418080286,0.0015331357561804274,2552000,2997800,2727900,2879800,19.53,0.38,0.1,4.45,24.1,18.35,0.023102836138286717,246.663,1.16,4.2,68.10333333333334,73.74301675977645,67.99833333333333,0
